ingredient_name;synonym_name;
СОЕВОЕ МАСЛО (СОЯ ГЛИЦИНОВАЯ); Glycine soja oil, соевое масло (соя глицинова)
СОЕВЫЕ ЛИПИДЫ; soybean lipids, соевые липиды
СОЕВЫЙ БЕЛОК; soybean protein, соевый белок
СОЕВЫЙ СТИРОЛ; soybean sterol, соевый стирол
СОК ПЛОДОВ ПАПАЙИ; papaya fruit juice, сок плодов папайи
СОЛОДКА ГОЛАЯ (ЛАКРИЦА); licorice, licorice root, солодка голая (лакрица)
СОЛОДКА ГОЛАЯ ЭКСТРАКТ КОРНЯ; licorice root extract, экстракт корня солодки голой
СОЛОДКИ (ЛАКРИЧНИКА) ЭКСТРАКТ; licorice extract, экстракт солодки (лакриничника)
СОЛОДКИ ГИДРОЛАТ; licorice hydrolat, гидролат солодки
СОЛЬ МЕРТВОГО МОРЯ; Dead Sea salt, соль Мертвого моря
СОПОЛИМЕР ВИНИЛ КАПРОЛАКТАМА / ПОЛИВИНИЛПИРРОЛИДОН / ДИМЕТИЛАМИНОЭТИЛ МЕТАКРИЛАТА; vinyl caprolactam/polvinylpyrrolidone/dimethylaminoethyl methacrylate copolymer, сополимер винил капролактама / поливинилпирролидона / диметиламиноэтил метакрилата
СОРБАТ КАЛИЯ; potassium sorbate, сорбат калия
СОРБИНОВАЯ КИСЛОТА; sorbic acid, сорбиновая кислота
СОРБИТАН ИЗОСТЕАРАТ; sorbitan isostearate, сорбитан изостеарат
СОРБИТАН ЛАУРАТ; sorbitan laurate, сорбитан лаурат
СОРБИТАН ОЛЕАТ; sorbitan oleate, сорбитан олеат
СОРБИТАН ОЛИВАТ; sorbitan olivate, сорбитан оливат
СОРБИТАН ПАЛЬМИТАТ; sorbitan palmitate, сорбитан пальмитат
СОРБИТАН ПЕРОЛЕАТ; sorbitan peroleate, сорбитан перолеат
СОРБИТАН СТЕАРАТ; sorbitan stearate, сорбитан стеарат
СОРБИТАН ТРИОЛЕАТ; sorbitan trioleate, сорбитан триолеат
СОРБИТАН ТРИСТЕАРАТ; sorbitan tristearate, сорбитан тристеарат
СОРБИТОЛ 20М (СОРБИТ); sorbitol 20M, сорбитол 20М
СОСНА СТЛАНИКОВАЯ ЭКСТРАКТ ХВОИ; creeping pine needle extract, экстракт хвои сосны стланиковой
СОСНОВАЯ КОРА ЭКСТРАКТ; pine bark extract, экстракт сосновой коры
СОСНОВАЯ ХВОЯ ЭКСТРАКТ; pine needle extract, экстракт сосновой хвои
СОСНОВЫХ ПОЧЕК ЭКСТРАКТ; pine bud extract, экстракт сосновых почек
СОСНЫ ГИДРОЛАТ; pine hydrolat, гидролат сосны
СОСНЫ ЭФИРНОЕ МАСЛО; pine essential oil, эфирное масло сосны
СОФОЛЬЯНС; Sopholance, Софолянс
СОФОРА ЯПОНСКАЯ ЭКСТРАКТ ЦВЕТОВ; Japanese sophora flower extract, экстракт цветов софоры японской
СОФОРЫ ЯПОНСКОЙ ЭКСТРАКТ; Japanese sophora extract, экстракт софоры японской
СОЯ ЭКСТРАКТ СЕМЯН; soybean seed extract, экстракт семян сои
СПИРТ; alcohol, спирт
СПИРТ ЖОЖОБА; jojoba alcohol, спирт жожоба
СПИРУЛИНА; spirulina, спирулина
СПИРУЛИНА ПОРОШОК; spirulina powder, порошок спирулины
СТАЛЬНИКА КОЛЮЧЕГО ЭКСТРАКТ; prickly stickseed extract, экстракт стальника колючего
СТЕАРАТ ДИЭТИЛЕНГЛИКОЛЯ; diethylene glycol stearate, стеарат диэтиленгликоля
СТЕАРАТ КАЛИЯ; potassium stearate, стеарат калия
СТЕАРАТ НАТРИЯ; sodium stearate, стеарат натрия
СТЕАРАТ ПЭГ-8; PEG-8 stearate, стеарат ПЭГ-8
СТЕАРАТ ЦИНКА; zinc stearate, стеарат цинка
СТЕАРЕТ-10; steareth-10, стеарет-10
СТЕАРЕТ-20; steareth-20, стеарет-20
СТЕАРЕТ-21; steareth-21, стеарет-21
СТЕАРИЛ ДИМЕТИКОН; stearyl dimethicone, стеарил диметикон
СТЕАРИЛОВЫЙ СПИРТ; Stearyl alcohol, Octadecanol, C18 alcohol, Stearyl hydride
СТЕАРИМИДОПРОПИЛ ДИМЕТИЛАМИН ЛАКТАТ; Stearamidopropyl dimethylamine lactate, Stearamidopropyl dimethylamine salt of lactate
СТЕАРОЛ; Stearol, Stearyl alcohol derivative, Stearic alcohol
СТЕАРОЛ ЛАКТИЛАТ НАТРИЯ; Sodium stearoyl lactylate, Sodium stearic lactate, Sodium stearoyl lactate
СТЕБЕЛЯ БАМБУКА ЭКСТРАКТ; Bamboo stem extract, Bamboo extract, Bambusa vulgaris extract
СТЕВИИ ЭКСТРАКТ; Stevia extract, Stevia rebaudiana extract, Sweet leaf extract
СТЕВИОСИД; Stevioside, Stevia glycoside
СТИАРАЛКОНИУМ ХЛОРИД; Stearalkonium chloride, Stearalkonium, Quaternium-18
СТИРДИМОНИУМГИДРОКСИПРОПИЛ ГИДРОЛИЗАТ ПРОТЕНОВ ПШЕНИЦЫ; Styridimonium hydroxypropyl hydrolyzed wheat protein, Hydrolyzed wheat protein derivative
СТИРЕН/АКРИЛАТ СОПОЛИМЕР; Styrene/acrylate copolymer, Styrene-acrylate copolymer
СТИРОЛЫ ГРАНАТА; Pomegranate sterols, Granatum sterols
СУЛЬФАТ АЛЮМИНИЯ; Aluminum sulfate, Aluminium salt, Alum
СУЛЬФАТ ДЕКСТРАНА; Dextran sulfate, Sulfated dextran
СУЛЬФАТ КАЛИЯ; Potassium sulfate, Sulfuric acid, potassium salt
СУЛЬФАТ КАЛЬЦИЯ; Calcium sulfate, Gypsum, Plaster of Paris
СУЛЬФАТ ЦИНКА; Zinc sulfate, Zinc vitriol
СУЛЬФИД БАРИЯ; Barium sulfide, Barium disulfide
СУЛЬФИД СЕЛЕНА; Selenium sulfide, Selenium disulfide
СУЛЬФИД ЦИНКА; Zinc sulfide, Zinc blende
СУЛЬФИТ НАТРИЯ; Sodium sulfite, Sodium sulphite
СУПЕРОКСИДДИСМУТАЗА; Superoxide dismutase, SOD
СУСТАМИН; Sustamine, L-alanylalanylamine
СУТИЛАЙН; Sutiline, Sutaline, Sutiline
СФАГНУМ; Sphagnum, Peat moss extract
СФИНГОЛИПИДЫ; Sphingolipids, Sphingosine-based lipids
ТАВОЛГИ ВЯЗОЛИСТНОЙ ЭКСТРАКТ; Meadowsweet extract, Filipendula ulmaria extract
ТАЛЛОВЫЙ ЖИР; Tallow fat, Animal tallow, Rendered animal fat
ТАЛЬК; Talc, Magnesium silicate
ТАМАНУ (АЛЕКСАНДРИЙСКОГО ЛАВРА) МАСЛО; Tamanu oil, Calophyllum inophyllum oil
ТАМАРИНДА ИНДИЙСКОГО ЭКСТРАКТ СЕМЯН; Tamarind extract, Tamarindus indica extract
ТАПИОКОВЫЙ КРАХМАЛ; Tapioca starch, Cassava starch
ТАТАРНИК КОЛЮЧИЙ ЭКСТРАКТ; Barberry extract, Berberis vulgaris extract
ТАУРИН; Taurine, 2-aminoethanesulfonic acid
ТЕРБИНАФИН ГИДРОХЛОРИД; Terbinafine hydrochloride, Lamisil
ТЕРМАЛЬНАЯ ВОДА; Thermal water, Spring water, Mineral water
ТЕРМИС ТЕРМИФИЛЬНЫЙ ФЕРМЕНТЫ; Termite thermophilic enzymes, Thermophilic termite enzymes
ТЕРПИНЕОЛ; Terpineol, alpha-Terpineol, 4-Isopropyl-2-methylphenol
ТЕРПИНИЛАЦЕТАТ; Terpiny acetate, Linalyl acetate, Linalool acetate
ТЕТРАБРОМФЛУОРЕСЦЕИН; Tetra-bromofluorescein, Tetrabromofluorescein dye
ТЕТРАГИДРОКСИЛПРОПИЛ ЭТИЛЕНДИАМИН; Tetrahydroxysilpropyl ethylenediamine
ТЕТРАГИДРОКУРКУМИН; Tetrahydrocurcumin, THC, Curcumin derivative
ТЕТРАГИДРОФУРФУРОЛ; Tetrahydrofurfuryl alcohol, THF, Furfural derivative
ТЕТРАНАТРИЙ ЭДТА; Tetrasodium EDTA, Disodium EDTA
ТЕТРАСТЕАРАТ ТРИАЦЕТАТ САХАРОЗЫ; Tetrastearate triacetate sucrose, Sucrose tetrastearate
ТИАМИНА ГИДРОХЛОРИД; Thiamine hydrochloride, Vitamin B1, Thiamin HCl
ТИМОЛ; Thymol, 2-Isopropyl-5-methylphenol
ТИМЬЯНА ГИДРОЛАТ; Thyme hydrosol, Thyme floral water, Thymus vulgaris hydrosol
ТИОГЛИКОЛИЕВАЯ КИСЛОТА; Thioglycolic acid, Thioacetic acid
ТИОГЛИКОЛЯТ КАЛИЯ; Potassium thioglycolate, Potassium thioacetate
ТИОГЛИКОЛЯТ КАЛЬЦИЯ; Calcium thioglycolate, Calcium thioacetate
ТИОГЛИЦЕРИН; Thioglycerin, Thio-glycerin, Mercaptoglycerin
ТИОКТОВАЯ КИСЛОТА; Thioctic acid, Alpha-lipoic acid, ALA
ТИОМОЛОЧНАЯ КИСЛОТА; Thiomilk acid, Thiolactic acid, Thio-lactic acid
ТИОЦИОНАТ КАЛИЯ; Potassium thiocyanate, Potassium cyanothiocyanate
ТМИН ОБЫКНОВЕННЫЙ; Cumin, Cuminum cyminum, Cuminum vulgare
ТМИНА ГИДРОЛАТ; Cumin hydrosol, Cumin floral water, Cuminum cyminum hydrosol
ТОКОФЕРИЛАЦЕТАТ; Tocopheryl acetate, Vitamin E acetate, Alpha-tocopherol acetate
ТОКОФЕРОЛ (ВИТАМИН Е); Tocopherol, Vitamin E, Alpha-tocopherol
ТОКОФЕРОЛ ФОСФАТ; Tocopherol phosphate, Vitamin E phosphate, Alpha-tocopherol phosphate
ТОЛОКНЯНКИ СУХОЙ ЭКСТРАКТ; Bearberry dry extract, Arctostaphylos uva-ursi extract, Uva ursi extract
ТОЛУОЛ; Toluene, Methylbenzene, Phenylmethane
ТОМАТ ЭКСТРАКТ ПЛОДОВ; Tomato extract, Lycopersicum esculentum extract, Tomato fruit extract
ТОМАТНЫЙ СОК; Tomato juice, Lycopersicum esculentum juice
ТОМАТНЫХ СЕМЯН МАСЛО; Tomato seed oil, Lycopersicum esculentum seed oil, Tomato oil
ТОНКОСЕМЯННИКА ПЕТЕРСОНА МАСЛО; Peterson's fine-seed oil, Crambe petersonii seed oil
ТОПОЛЬ ЧЕРНЫЙ ЭКСТРАКТ; Black poplar extract, Populus nigra extract, Poplar extract
ТОПОЛЯ ЭКСТРАКТ; Poplar extract, Populus extract, Populus alba extract
ТОПОЛЯ МАСЛО; Poplar oil, Populus oil, Black poplar oil
ТОРФА ЭКСТРАКТ; Peat extract, Sphagnum extract, Bog moss extract
ТРЕГАЛОЗА; Trehalose, Trehalose sugar, Trehalose dihydrate
ТРЕОНИН; Threonine, L-Threonine, 2-amino-3-hydroxybutanoic acid
ТРИБЕГЕНИН; Tribeginine, Tri-(2-ethylhexyl)-tri(ethyl)trimellitate
ТРИГЕПТАНОИН; Triheptanoin, Triheptanoic acid triglyceride
ТРИГИДРОКСИСТЕАРИН; Trihydroxy stearic acid, Trihydroxy stearate
ТРИГЛИЦЕРИДЫ КОКОСОВОГО МАСЛА; Coconut oil triglycerides, Coconut triglycerides, Cocos nucifera triglycerides
ТРИГЛИЦЕРИДЫ РАСТИТЕЛЬНЫЕ; Vegetable triglycerides, Plant triglycerides, Vegetable oil triglycerides
ТРИДЕЦЕТ-12; Trideceth-12, Polyoxyethylene tridecyl ether
ТРИДЕЦЕТ-2 КАРБОКСАМИД МЕА; Trideceth-2 carbamide MEA, Trideceth-2 carboxymide MEA
ТРИДЕЦЕТ-6; Trideceth-6, Polyoxyethylene tridecyl ether-6
ТРИДЕЦИЛ ТРИМЕЛЛИТАТ; Tridecyl trimellitate, Trimellitic acid tridecyl ester
ТРИДЕЦИЛСАЛИЦИЛАТ; Tridecyl salicylate, Tridecyl ester of salicylic acid
ТРИИЗОНОНАНОИЛ; Triisononanoate, Triisononanoic acid ester
ТРИИЗОСТЕАРИН; Triisostearin, Triisostearic acid ester
ТРИКЛОЗАН; Triclosan, 2,4,4'-Trichloro-2'-hydroxydiphenyl ether, Phenylphenol
ТРИКЛОКАРБАН; Triclocarban, 3,4,4'-Trichlorocarbanilide, Trichlorocarbamylphenyl ether
ТРИЛАУРИН; Trilaurin, Lauric acid triglyceride, Trilaureate
ТРИЛИНОЛЕВАЯ КИСЛОТА; Trilinoleic acid, Tri-linoleate
ТРИМЕТИЛОЛПРОПАН ТРИИЗОСТЕАРАТ; Trimethylolpropane triisostearate, Trimethylolpropane isostearate
ТРИМЕТИЛСИЛАКСАНОФЕНИЛ ДИМЕТИКОН; Trimethylsiloxane phenyl dimethicone, Trimethylsiloxane phenyl dimethylsilicone
ТРИМЕТИЛСИЛОКСИЛИКАТ; Trimethylsiloxysilicate, Trimethylsiloxy silicate
ТРИНАТРИЕВАЯ ГЭДТК; Tri-sodium GEDTC, Tri-sodium Ethylenediamine Disuccinate
ТРИНАТРИЯ ЭТИЛЕНДИАМИН ДИСУКЦИНАТ; Tri-sodium Ethylenediamine Disuccinate, Tri-EDTA, Sodium EDTA
ТРИОКСИСТЕАРИН ПОЛИЭТИЛЕНГЛИКОЛЬ 200; Triostearin polyethylene glycol 200, Tri-PEG 200 stearate
ТРИОЛЕИН; Triolein, Glyceryl trioleate, Oleic acid triglyceride
ТРИПЕПТИД -1; Tripeptide-1, Peptide-1, Signal peptide
ТРИПЕПТИД МЕДИ; Copper peptide, Copper tripeptide, Copper peptide-1
ТРИПОЛИФОСФАТ НАТРИЯ; Sodium tripolyphosphate, Trisodium phosphate, Sodium phosphate
ТРИСИЛОКСАН; Trisiloxane, Trimethylsiloxane, Siloxane polymer
ТРИУНДИКАНОН; Triundikanone, Triundecyl ketone
ТРИФАЛА; Triphala, Three fruits powder, Indian herbal blend
ТРИФЕНИЛМЕТАНОЛ; Triphenylmethanol, Benzophenone alcohol, Triphenylmethanol derivative
ТРИФЛУОРОАЦЕТИЛ ТЕТРАПЕПТИД-2; Trifluoroacetyl tetrapeptide-2, Trifluoroacetyl peptide, Anti-aging peptide
ТРИФОЛИАТУС; Trifoliatus, Three-leaf extract, Three-leaf plant extract
ТРИФОСФАТ НАТРИЯ; Sodium triphosphate, Sodium phosphate, Sodium phosphoric acid salt
ТРИЦЕТИАРЕТ-4 ФОСФАТ; Triethereat-4 phosphate, Triethylammonium phosphate
ТРИЭТАНОЛАМИН; Triethanolamine, TEA, Triethanolamine (TEA)
ТРИЭТИЛ ЦИТРАТ; Triethyl citrate, Triethyl ester of citric acid, Citrate triethyl ester
ТРИЭТИЛГЕКСАНОИН; Triethylhexanoin, Triethylhexanoic acid ester, Tri-hexanoin
ТРОКСЕРУТИН; Troxerutin, Rutin, Troxerutina
ТРУТОВИК ЗОНТИЧНЫЙ ЭКСТРАКТ; Polypore umbrella extract, Umbrella mushroom extract, Polyporus umbellatus extract
ТРУТОВИК ЛАКИРОВАННЫЙ ЭКСТРАКТ; Polypore lacquered extract, Polyporus extract
ТУКУМА МАСЛО; Tucuma butter, Astrocaryum tucuma oil, Tucuma seed butter
ТУЛСИ ПУДРА; Tulsi powder, Holy basil powder, Ocimum sanctum powder
ТЫКВА ОБЫКНОВЕННАЯ СЕМЕНА, ПОРОШОК; Pumpkin seed powder, Cucurbita pepo seed powder
ТЫКВЕННОЕ МАСЛО; Pumpkin seed oil, Cucurbita pepo oil, Pumpkin oil
ТЫКВЫ ЭКСТРАКТ; Pumpkin extract, Cucurbita pepo extract, Pumpkin fruit extract
ТЫСЯЧЕЛИСТНИК; Yarrow, Achillea millefolium, Common yarrow
ТЫСЯЧЕЛИСТНИК ОБЫКНОВЕННЫЙ ЭФИРНОЕ МАСЛО; Yarrow essential oil, Achillea millefolium oil, Common yarrow oil
ТЫСЯЧЕЛИСТНИКА ГИДРОЛАТ; Yarrow hydrosol, Achillea millefolium hydrosol
ТЫСЯЧЕЛИСТНИКА ЭКСТРАКТ; Yarrow extract, Achillea millefolium extract
ТЭА-ДОДЕЦИЛБЕНЗЕНСУЛЬФОНАТ; TEA-dodecylbenzenesulfonate, Triethanolamine dodecylbenzenesulfonate
ТЭА-ЛАУРОИЛ КОЛЛАГЕН АМИНОКИСЛОТЫ; TEA-lauroyl collagen amino acids, Triethanolamine lauroyl collagen peptides
ТЭА-СУЛЬФАТ; TEA sulfate, Triethanolamine sulfate
УБИХИНОН; Ubiquinone, Coenzyme Q10, CoQ10
УКРОП ПАХУЧИЙ ЭФИРНОЕ МАСЛО; Fennel essential oil, Foeniculum vulgare oil, Fennel seed oil
УКРОПА ЭКСТРАКТ; Fennel extract, Foeniculum vulgare extract
УКСУСНАЯ КИСЛОТА; Acetic acid, Vinegar acid, Ethanoic acid
УКУУБА МАСЛО; Ucuuba butter, Virola sebifera butter, Ucuuba oil
УЛЬТРАМАРИН; Ultramarine, Blue pigment, Ultramarine blue
УНДАРИЯ ПЕРИСТАЯ ЭКСТРАКТ; Wakame extract, Undaria pinnatifida extract, Wakame seaweed extract
УНДЕЦИЛЕНАМИДОПРОПИЛБЕТАИН; Undecylenamidopropyl betaine, Undecylenic acid amide betaine, C11-15 alkyl betaine
УНДЕЦИЛЕНОАТ КАЛИЯ; Potassium undecylenate, Potassium undecylenic acid salt, Potassium undecylate
УНДЕЦИЛЕНОАТ ЦИНКА; Zinc undecylenate, Zinc undecylenic acid salt
УНДЕЦИЛЕНОВАЯ КИСЛОТА; Undecylenic acid, C11 fatty acid, 10-undecenoic acid
УНДЕЦИЛЕНОИЛ ФЕНИЛАЛАНИН; Undecylenoyl phenylalanine, Undecylenic acid phenylalanine ester
УРСОЛАТ НАТРИЯ; Sodium ursolate, Ursolic acid sodium salt
УРУКУМА МАСЛО; Urucum oil, Bixa orellana oil, Achiote oil
ФАРНЕЗОЛ; Farnesol, Farnesyl alcohol, Farnesol esters
ФЕНИЛАЦЕТАЛЬДЕГИД; Phenylacetaldehyde, Phenyl acetaldehyde, Benzeneacetaldehyde
ФЕНИЛПРОПАНОЛ; Phenylpropanol, 2-Phenylpropanol, Cinnamic alcohol
ФЕНИЛТРИМЕТИКОН; Phenyltrimethicone, Trimethylsiloxylphenylsilane, Silicone oil
ФЕНИЛЭТИЛ РЕЗОРЦИНОЛ; Phenylethyl resorcinol, Phenylethyl hydroquinone, Ethyl resorcinol
ФЕНИЛЭТИЛОВЫЙ СПИРТ; Phenylethanol, 2-Phenylethanol, Phenyl ethanol
ФЕНОКСИЭТАНОЛ; Phenoxyethanol, Ethylene glycol monophenyl ether
ФЕНОЛ; Phenol, Carbolic acid, Hydroxybenzene
ФЕНОЛОВЫЙ КРАСНЫЙ; Phenol red, Phenolsulfonphthalein
ФЕНОЛСУЛЬФОНАТ ЦИНКА; Zinc phenolsulfonate, Zinc salt of phenolsulfonic acid
ФЕНОХЕМ; Phenochem, Phenol-based compounds, Phenolic chemistry
ФЕНХЕЛЬ ОБЫКНОВЕННЫЙ ЭКСТАРКТ СЕМЯН; Fennel seed extract, Foeniculum vulgare seed extract
ФЕНХЕЛЯ ГИДРОЛАТ; Fennel hydrosol, Foeniculum vulgare hydrosol
ФЕНХЕЛЯ СЛАДКОГО ЭФИРНОЕ МАСЛО; Sweet fennel essential oil, Foeniculum vulgare sweet oil
ФЕНХЕЛЯ ЭКСТРАКТ; Fennel extract, Foeniculum vulgare extract
ФЕРМЕН АСПЕГИЛЛУСА; Aspergillus enzyme, Aspergillus fermentation extract, Aspergillus enzyme extract
ФЕРРОУЗ АСПАРТАТ; Ferrous aspartate, Iron aspartate, Ferrous aspartic acid
ФЕРУЛА ВОНЮЧАЯ; Stinking fenugreek, Ferula foetida, Asafoetida extract
ФЕРУЛА ГАЛЬБАНОНОСНАЯ ЭКСТРАКТ СМОЛЫ; Galbanum resin extract, Ferula galbanifolia resin extract
ФЕРУЛОВАЯ КИСЛОТА; Ferulic acid, 4-Hydroxy-3-methoxycinnamic acid, Cinnamic acid derivative
ФИАЛКА ТРЕХЦВЕТНАЯ; Pansy, Viola tricolor, Heartsease
ФИАЛКИ ТРЕХЦВЕТНОЙ ЭКСТРАКТ; Pansy extract, Viola tricolor extract
ФИКУС КИСТЕВИДНЫЙ ФРУКТОВЫЙ ЭКСТРАКТ; Ficus macrophylla fruit extract, Moreton Bay fig extract
ФИКУС САПСА; Ficus sap, Ficus saps, Ficus sap extract
ФИЛЛОХИНОН (ВИТАМИН К); Phylloquinone, Vitamin K1, Phylloquinone (Vitamin K1)
ФИЛОДЕНДРОНА КОРЫ ЭКСТРАКТ; Philodendron bark extract, Philodendron species bark extract
ФИНИКОВ ГИДРОЛАТ; Date hydrosol, Phoenix dactylifera hydrosol
ФИСТАШКИ МАСЛО; Pistachio oil, Pistacia vera oil, Pistachio seed oil
ФИТИНОВАЯ КИСЛОТА; Phytic acid, Inositol hexakisphosphate, Myo-inositol hexakisphosphate
ФИТОКЕРАТИН; Phytokeratin, Plant keratin, Keratin-like protein
ФИТОКОМПЛЕКС АНТИКУПЕРОЗ; Phytocomplex anti-couperose, Anti-couperose plant complex
ФИТОСТЕРИЛ ИЗОСТЕАРАТ; Phytosteril isostearate, Plant sterol isostearate
ФИТОСТЕРОЛЫ АБИССИНСКОЙ ГОРЧИЦЫ; Phytosterols of Abyssinian mustard, Abyssinian mustard sterols
ФИТОСФИНГОЗИН; Phytosphingosine, Plant sphingosine, Phytosphingosine derivative
ФЛОРОФИЛЛИН; Florophyllin, Chlorophyllin derivative, Plant chlorophyll extract
ФОЛИЕВАЯ КИСЛОТА; Folic acid, Vitamin B9, Folacin
ФОРМАЛЬДЕГИД; Formaldehyde, Methanal, Methylene oxide
ФОСФАТ КАЛИЯ; Potassium phosphate, Potassium orthophosphate, K3PO4
ФОСФАТИДИЛХОЛИН; Phosphatidylcholine, Lecithin, Phospholipid
ФРАНЖИПАНИ АБСОЛЮТ; Frangipani absolute, Plumeria absolute, Frangipani flower extract
ФРИГИЛАНТУСА ОСТРОЛИСТНОГО МАСЛО (МАЦЕРАТ); Frigilantus oil, Frigilantus sharp-leaf oil, Frigilantus macerate
ФРУКТОВАЯ ПУДРА АБРИКОСА; Apricot fruit powder, Prunus armeniaca powder, Apricot powder
ФРУКТОВАЯ ПУДРА АНАНАСА; Pineapple fruit powder, Ananas comosus powder, Pineapple powder
ФРУКТОВАЯ ПУДРА БАНАНА; Banana fruit powder, Musa sapientum powder, Banana powder
ФРУКТОВАЯ ПУДРА ВИШНИ; Cherry fruit powder, Prunus avium powder, Cherry powder
ФРУКТОВАЯ ПУДРА КЛУБНИКИ; Strawberry fruit powder, Fragaria vesca powder, Strawberry powder
ФРУКТОВАЯ ПУДРА МАЛИНЫ; Raspberry fruit powder, Rubus idaeus powder, Raspberry powder
ФРУКТОВАЯ ПУДРА МОРКОВИ; Carrot fruit powder, Daucus carota powder, Carrot powder
ФРУКТОВАЯ ПУДРА ПЕРСИКА; Peach fruit powder, Prunus persica powder, Peach powder
ФРУКТОВАЯ ПУДРА ЧЕРНОЙ СМОРОДИНЫ; Blackcurrant fruit powder, Ribes nigrum powder, Blackcurrant powder
ФРУКТОЗА; Fructose, Fruit sugar, Levulose
ФТАЛАТ ПРОТЕИНА СОИ; Soy protein phthalate, Phthalate ester of soy protein
ФТАЛЕВЫЙ АНГИДРИД; Phthalic anhydride, Benzene-1,2-dicarboxylic anhydride, Phthalic acid anhydride
ФУКУСА ПУЗЫРЧАТЫЙ ЭКСТРАКТ; Bladderwrack extract, Fucus vesiculosus extract, Seaweed extract
ХАБЕРЛЕЯ РОДОПСКАЯ ЭКСТРАКТ ЛИСТЬЕВ; Haberlea rhodopensis leaf extract, Haberlea leaf extract, Rhodopea leaf extract
ХВОЩ ПОЛЕВОЙ МАСЛО; Horsetail oil, Equisetum arvense oil, Field horsetail oil
ХВОЩ ПОЛЕВОЙ ЭКСТРАКТ ЛИСТЬЕВ; Horsetail leaf extract, Equisetum arvense leaf extract
ХВОЩА ГИДРОЛАТ; Horsetail hydrosol, Equisetum arvense hydrosol
ХВОЩА ПОЛЕВОГО ПОРОШОК; Horsetail powder, Equisetum arvense powder, Field horsetail powder
ХВОЩА ПОЛЕВОГО ЭКСТРАКТ; Horsetail extract, Equisetum arvense extract
ХИННОГО ДЕРЕВА ЭКСТРАКТ; Cinchona bark extract, Chinchona extract, Quinquina bark extract
ХИНОЛИНОВЫЙ ЖЕЛТЫЙ; Quinoline Yellow, CI 47005, Yellow 10
ХИТОЗАН; Chitosan, Chitin derivative, Deacetylated chitin
ХИТОЗАН ПИРРОЛИДИОНКАРБОНОЙ КИСЛОТЫ; Chitosan pyrrolidone carboxylic acid, Chitosan-PCA
ХЛОПКОВОЕ МАСЛО; Cottonseed oil, Gossypium herbaceum oil, Gossypium oil
ХЛОРАЦЕТОМИД; Chloracetamide, Acetamide derivative, Chlorine-acetyl derivative
ХЛОРГЕКСИДИН; Chlorhexidine, Chlorhexidine gluconate, Antiseptic chlorhexidine
ХЛОРГЕКСИДИН ГЛЮКОНАТ; Chlorhexidine gluconate, Chlorhexidine digluconate, Antiseptic chlorhexidine
ХЛОРЕЛЛЫ ЭКСТРАКТ; Chlorella extract, Green algae extract, Chlorella vulgaris extract
ХЛОРИД АЛЮМИНИЯ; Aluminum chloride, AlCl3, Aluminum salt
ХЛОРИД АММОНИЯ; Ammonium chloride, NH4Cl, Ammonium salt
ХЛОРИД КАЛИЯ; Potassium chloride, KCl, Potassium salt
ХЛОРИД НАТРИЯ; Sodium chloride, NaCl, Common salt
ХЛОРИД ОЛОВА; Tin chloride, SnCl2, Stannous chloride
ХЛОРИД ЦИНКА; Zinc chloride, ZnCl2, Zinc salt
ХЛОРИСТЫЙ КАЛЬЦИЙ; Calcium chloride, CaCl2, Calcium salt
ХЛОРНОВАТИСТАЯ КИСЛОТА; Hypochlorous acid, HOCl, Chlorous acid
ХЛОРОФИЛЛ-КАРОТИНОВАЯ ПАСТА; Chlorophyll-carotenoid paste, Green paste, Chlorophyll-carotene complex
ХЛОРФЕНЕЗИН; Chlorphenesin, Chlorphenesin phenylacetate, Antifungal chlorphenesin
ХМЕЛЯ ГИДРОЛАТ; Hops hydrosol, Humulus lupulus hydrosol
ХМЕЛЯ ЭКСТРАКТ; Hops extract, Humulus lupulus extract, Hop extract
ХНА; Henna, Lawsonia inermis, Henna powder
ХНЫ ГИДРОЛАТ; Henna hydrosol, Lawsonia inermis hydrosol
ХНЫ ЭКСТРАКТ; Henna extract, Lawsonia inermis extract, Henna plant extract
ХОЛЕСТЕРИН; Cholesterol, Cholest-5-en-3β-ol, Cholesterol ester
ХОНДРОИТИН СУЛЬФАТ НАТРИЯ; Sodium chondroitin sulfate, Chondroitin sulfate sodium salt
ХРЕН ОБЫКНОВЕННЫЙ; Horseradish, Armoracia rusticana, Horseradish root
ХРЕНА ЭКСТРАКТ; Horseradish extract, Armoracia rusticana extract
ХРИЗАНТЕМЫ ЭКСТРАКТ; Chrysanthemum extract, Chrysanthemum morifolium extract, Mum flower extract
ХРИЗИН; Chrysin, 5,7-Dihydroxyflavone, Flavonoid
ХРОМ; Chromium, Cr, Trivalent chromium
ЦВЕТКА МИМОЗЫ ВОСК; Mimosa wax flower, Mimosa flower wax, Mimosa wax
ЦВЕТКА РОЗЫ ЭКСТРАКТ; Rose flower extract, Rosa damascena extract, Rose extract
ЦВЕТОВ КАМПЕШЕВОГО ДЕРЕВА ЭКСТРАКТ; Campeche tree flower extract, Haematoxylum campechianum extract
ЦВЕТОЧНАЯ ПЫЛЬЦА; Flower pollen, Pollen extract, Floral pollen
ЦЕДРОЛ; Cedrol, Cedrene alcohol, Cedarwood alcohol
ЦЕЗАЛЬПИНИИ КОЛЮЧЕЙ КАМЕДЬ; Cezalpiniaceae prickly gum, Cezalpinia gum resin
